cust_id,invoice,total_sale,total_pieces
14735,490800,7.8,12
14735,493929,281.25,79
14735,495408,140.55,33
14735,497213,349.31,243
14735,497405,187.95,49
14735,502857,309.99,273
14735,502859,309.3,96
14735,505456,343.2,128
14735,506905,415.5,66
14735,510116,236.3,46
14735,513811,357.84,140
14735,513818,84.93,67
14735,515996,202.8,72
14735,516743,244.8,96
14735,517127,79.5,42
14735,520042,160.6,68
14735,522145,676.8,228
14735,523136,61.2,8
14735,527713,681.5,134
14735,527718,125.7,30
14735,532542,285,76
14735,532543,63.6,8
14735,533147,197.2,80
14736,518769,218.89,80
14736,518771,182.19,84
14737,530708,2389.62,726
14738,490547,311.2,88
14738,510199,196.25,68
14739,489819,618.43,465
14739,491450,634.88,540
14739,496349,435.32,228
14739,497574,297.66,176
14739,499405,707.81,509
14739,502233,255.02,202
14739,506263,403.42,214
14739,508744,341.28,240
14739,510155,567.38,590
14739,510680,126.6,132
14739,516079,104.92,104
14739,517360,558.9,344
14739,519790,310.2,188
14739,521208,465.78,478
14739,523424,458.82,330
14739,524850,183.12,96
14739,526498,641.76,596
14739,529836,560.04,444
14739,537627,713.88,476
14740,499221,115.25,47
14740,500134,314.57,115
14740,506698,311.32,122
14740,510063,593.45,259
14740,510556,200.85,79
14740,521700,430.27,338
14740,524319,358.02,146
14740,528962,389.12,240
14741,527445,312.75,165
14741,536604,184.5,114
14742,524724,579.85,374
14743,505766,50.48,40
14744,508840,112.94,30
14744,509273,37.6,6
14744,509354,37.6,6
14744,509751,949.56,472
14744,525568,208.2,38
14744,529314,410.1,298
14744,533292,804.1,922
14744,537686,225,148
14745,501045,415.3,252
14745,507170,227.42,172
14745,509538,184.68,156
14745,509646,1.65,1
14745,514829,306.7,202
14745,514831,17,4
14745,517057,198.8,152
14746,526514,276.1,194
14746,528078,64.2,36
14746,528080,79.2,48
14746,529762,174,120
14748,500145,363.56,396
14748,503541,363.56,396
14748,514869,1.25,1
14748,522911,525.18,400
14748,524377,12.6,6
14748,537242,412.22,282
14748,537245,58.2,48
14749,519476,310.15,403
14750,490121,112.03,65
14751,491704,65.1,18
14751,495378,61.35,47
14753,521367,306.36,201
14754,494682,359.16,156
14754,510058,118.43,59
14754,514166,27.84,20
14754,526166,407,290
14755,490109,415,204
14755,490110,30.15,13
14755,494512,301.6,114
14755,498893,392.2,146
14755,499663,272.45,37
14755,505636,386.4,208
14755,507356,327.07,153
14755,507357,20.4,24
14755,514311,461.95,250
14755,515881,370,176
14755,520377,394.25,183
14755,520378,15,4
14755,527423,965.85,415
14755,534679,609.95,255
14756,526276,1385.7,794
14756,534227,529.1,213
14758,503846,442.5,124
14758,516196,617.05,197
14758,531389,321.36,100
14761,523327,192.02,88
14762,502268,117.05,87
14766,511038,1319.53,1202
14766,516117,702.45,361
14766,520192,658.62,414
14766,528852,885.97,550
14766,535374,335.79,123
14766,537847,180.4,64
14767,519919,382.81,117
14769,492241,969.66,977
14769,493878,508.72,356
14769,500150,290.05,183
14769,502101,372.94,382
14769,513659,547.73,394
14769,520561,671.38,446
14769,525974,592.04,536
14769,529812,305.25,137
14769,532756,839.36,408
14770,499284,936.28,506
14770,503795,614.63,229
14770,506177,365.2,86
14770,510070,376.63,91
14770,514966,164.82,62
14770,520696,303.66,134
14771,489900,287.37,253
14771,502837,307.25,369
14773,505770,140.55,53
14774,513926,241.45,99
14775,536805,406.56,384
14776,522985,287.7,270
14776,525453,358.8,504
14776,527248,220.32,312
14776,533351,303.18,438
14777,530080,307.56,212
14783,498416,307.3,262
14784,532828,159.94,126
14786,511278,90.96,112
14787,520376,110.65,59
14788,505542,476.88,298
14790,491629,308.81,343
14790,492818,259.15,189
14790,503573,232.92,331
14790,513332,234.56,342
14790,527964,497.11,601
14790,536355,249.01,137
14791,504196,303.63,127
14793,513201,396.91,270
14794,518530,121.59,60
14794,523123,368.8,20
14794,530167,143.6,30
14796,491861,266.02,89
14796,496173,208.57,70
14796,501808,149.56,63
14796,503449,126.5,52
14796,521132,196.27,92
14796,524628,171.48,116
14796,527495,299.1,217
14796,532127,271.1,126
14796,533569,240.48,163
14796,535084,266.86,206
14796,537692,671.21,434
14797,516461,300.31,99
14798,499510,187.37,107
14798,503847,147.12,144
14798,513312,97.84,88
14798,513567,97.84,88
14798,534699,20.4,24
14799,489728,180.45,349
14800,524741,455.3,641
14800,527404,693.88,679
14800,527406,12.5,10
14800,528621,586.58,360
14800,534172,1130.48,1185
14800,537050,555.84,437
14802,524175,1343.44,1
14802,524176,159.54,1
14805,502832,197.78,65
14805,515328,170.86,158
14805,529939,181.35,83
14806,523999,110.04,93
14807,499465,349.64,176
14807,532692,169.65,71
14809,502864,415.71,177
14809,502865,271.05,55
14810,525704,129.95,72
14810,527363,138.75,75
14810,537111,180.44,84
14811,533485,170.5,74
14812,505162,185.8,136
14813,503875,460.34,132
14813,533860,319.67,208
14813,537059,127.98,59
14813,537067,27.45,8
14814,507290,160.46,96
14817,501960,546.03,364
14817,504873,441.35,249
14817,515887,572.35,506
14817,527110,622.25,332
14817,531731,667.54,356
14818,499762,108.5,60
14818,514723,281.55,128
14818,521660,122.56,34
14819,492993,30.64,24
14819,517883,167.45,40
14820,496323,115.2,72
14820,505778,149.92,116
14820,526201,252.9,168
14820,532563,101.4,84
14820,535077,148.05,31
14821,496442,45.2,16
14821,496476,44.25,15
14821,501566,204.2,36
14821,531468,529.7,276
14821,531471,0.95,1
14821,535417,364.55,101
14821,537668,48.8,20
14822,518753,157.7,94
14824,501103,795.5,400
14824,506378,399.6,152
14824,509464,419.55,273
14824,526335,340.55,121
14824,528610,500.35,280
14824,535247,439.65,203
14825,503709,261.1,162
14825,505361,126.58,62
14825,507690,128.6,56
14825,511326,252.3,134
14825,512905,137.7,56
14825,514155,178.2,66
14825,516340,309.48,195
14825,522589,177.29,245
14825,524349,2.1,1
14825,525442,267.1,154
14825,531227,346.41,235
14825,534402,327.21,419
14825,537359,184.1,72
14826,494342,177.9,42
14826,507234,207.3,110
14827,497843,0,5
14828,490604,682.4,612
14828,493765,1390.52,1124
14828,495954,911.44,436
14828,500794,321.48,376
14828,509153,1442.32,2488
14828,514515,724.56,708
14828,517643,337.92,352
14828,522630,554.12,324
14828,525723,616.5,498
14828,533318,718.44,628
14829,524523,345.9,180
14829,533481,237.98,205
14829,533482,174.44,120
14829,536800,236.97,190
14831,489672,772.65,421
14831,489673,61.1,34
14831,496047,842.82,430
14832,501819,322.69,1
14833,517395,94.8,58
14834,529554,485.86,138
14835,503593,178.2,108
14835,513817,118.8,72
14837,495344,277.68,340
14837,505999,465.55,333
14837,518410,307.23,281
14837,520738,386.74,410
14837,523588,373.62,230
14838,489902,119.1,18
14838,526669,654.57,344
14839,493543,425.06,296
14839,507383,184.02,194
14839,527383,306.2,437
14840,512915,299.86,148
14841,489888,597.4,660
14841,490823,304.8,288
14841,493077,313.6,320
14841,500160,411.79,125
14841,512312,530.76,236
14841,517960,481.74,162
14841,531791,916.05,405
14841,536196,311.1,190
14843,524504,211.8,132
14844,504217,1160.66,759
14844,515795,1188.88,888
14844,517756,340.96,300
14844,525401,790.79,584
14844,525402,14.98,2
14844,525404,16.35,3
14845,504914,150,600
14846,526162,437.4,193
14847,509545,304.8,156
14847,529358,734.75,257
14848,529832,310.56,260
14849,493976,497.2,389
14849,498614,515.88,268
14849,502820,941.42,807
14849,502821,70.2,60
14849,506299,758.18,636
14849,506949,165.6,96
14849,512077,908.38,803
14849,512080,86.28,108
14849,512081,66.6,28
14849,514330,831.1,656
14849,514333,39.8,4
14849,518337,765.94,646
14849,518338,35.7,6
14849,525213,588.65,560
14849,525214,257.33,269
14849,525215,517.32,444
14849,534660,348.99,286
14849,534664,82.5,78
14849,536460,295.54,158
14849,536463,17.4,12
14849,536466,42.9,18
14850,509158,88.36,48
14850,509161,384.96,301
14850,527367,199.75,171
14850,527375,702.59,551
14850,527395,45,36
14850,527746,47.6,8
14851,501770,318.06,306
14852,500278,284.05,165
14852,500287,157.74,134
14852,505635,424.2,339
14852,512604,533.84,380
14852,516001,329.64,368
14852,516002,19.8,12
14852,516003,50.72,80
14852,519618,559.88,428
14852,519621,186.3,114
14852,523207,396.46,322
14852,526420,325.56,248
14852,526421,42.3,34
14853,504344,420.47,155
14853,512303,161.4,12
14853,526722,319.2,96
14854,495238,302.06,306
14854,508038,646.85,471
14854,517111,306.67,231
14854,532796,307.45,159
14855,503859,1623.8,882
14855,516378,3078.21,1707
14855,516379,35.4,36
14855,519905,1117.74,608
14855,519906,19.5,10
14857,501176,830.87,544
14857,501177,12.6,6
14857,510450,743.35,502
14857,523661,876.01,563
14857,523663,15.9,2
14858,516635,180.75,105
14859,510726,351.9,217
14861,490805,215,94
14861,494228,285.83,191
14861,496934,105.53,55
14861,516758,159.02,109
14861,517569,3.75,3
14861,518504,12.5,10
14861,528760,303.15,173
14861,534749,167.66,322
14861,534783,2.5,2
14865,489639,31.2,48
14865,536208,9.12,48
14865,536838,37.2,96
14866,520485,10,1
14866,523338,2487.2,720
14866,526094,777.96,332
14866,526928,816.84,364
14866,527069,634.24,280
14866,528474,1033.6,384
14866,529848,596.8,256
14866,537836,103.68,144
14867,490392,203.32,56
14867,494167,133.52,32
14867,496627,87,12
14867,499175,112.65,19
14867,499799,53.2,40
14867,499800,105.6,68
14867,504577,532.46,196
14867,506466,94.45,15
14867,509383,371.14,84
14867,509639,71.7,6
14867,509966,31.8,4
14867,513623,86.54,34
14867,531567,358.4,102
14868,527320,520,443
14868,527323,86.25,47
14868,532229,394.97,221
14868,534856,229.2,114
14869,492282,371.48,296
14869,497921,770.93,587
14869,519891,436.23,333
14869,533160,499.9,372
14870,495397,332.55,99
14870,499527,399.55,85
14870,515508,320.95,67
14870,515509,66.6,12
14870,528601,392.05,101
14871,489531,145,54
14871,492009,174.65,45
14871,503172,143.07,51
14871,511301,148.07,71
14871,517976,125.8,48
14872,501447,303.98,228
14872,506723,202.78,154
14872,519135,309.84,280
14873,501347,334.45,143
14874,513195,116.18,148
14875,523766,152.5,78
14875,523766,1244.58,696
14876,510162,203.6,144
14876,514840,53.1,18
14877,500326,206.7,97
14877,527387,230.3,74
14878,498555,263.24,210
14878,498558,60.6,132
14878,498559,127.2,120
14878,501001,129.33,45
14878,501002,24.5,6
14878,504876,260.95,170
14878,506958,213.74,89
14878,511040,262,88
14878,515605,169.25,115
14878,517723,117.72,113
14878,519889,111.68,44
14878,522959,117.36,56
14878,528131,241.12,75
14878,528133,12.6,60
14878,529817,142.91,61
14878,535786,365.5,246
14879,495357,185.06,104
14882,503189,171.9,98
14882,506136,112.2,84
14882,512227,41.6,64
14882,514212,171.3,74
14882,515097,132.55,157
14882,515465,273.15,201
14882,515466,35.4,12
14882,515469,201.6,192
14882,530974,317.8,144
14882,531251,819.75,256
14882,532124,250.2,36
14882,532741,511,164
14884,497259,120.6,72
14885,520740,241.2,120
14885,526086,591.6,464
14890,498294,301.79,292
14890,503241,389.81,293
14891,524507,201,82
14891,527888,351.35,201
14892,494677,202.35,79
14893,503435,571.76,248
14894,489688,299.7,54
14894,523563,537.36,284
14895,491211,1766.28,740
14895,491516,51.27,4
14895,498589,1609.1,485
14895,499795,111.45,93
14895,503397,1262.75,615
14895,505491,181.5,134
14895,506781,992.04,328
14895,506785,292.75,105
14895,511166,147.9,126
14895,512797,924.55,266
14895,515598,642.14,210
14895,515600,49.7,10
14895,515601,29.7,6
14895,515602,295,1
14895,520214,3963.76,2068
14895,530843,1068.93,313
14895,530845,366.4,198
14895,534180,225.61,161
14896,490478,302.5,129
14896,496297,319.55,161
14896,499657,78.99,66
14896,500220,237.95,100
14896,514499,275.54,149
14896,515687,151.9,49
14896,538011,257.22,184
14897,492214,301.16,204
14897,505748,320.5,138
14897,524298,567.6,186
14897,528989,584.9,166
14898,490106,314.37,275
14898,491721,354.29,177
14898,499274,199.25,81
14898,504444,182.42,96
14898,514726,172.55,49
14898,517382,226.94,130
14898,522097,214.62,172
14898,534662,441.35,229
14898,536994,98.5,18
14899,531792,1384.88,586
14900,514696,13.92,48
14901,517422,173.36,56
14901,520952,123.6,84
14901,529616,209,84
14901,536633,204.15,105
14901,537694,158.25,63
14902,510985,398.4,240
14902,531566,304.56,258
14904,526108,377.15,345
14904,529336,238.05,219
14905,490073,258.1,172
14905,499974,113.8,40
14905,504320,302.3,146
14905,516431,303.5,162
14905,525219,226.04,136
14905,536076,151.5,66
14906,523182,68.44,1
14907,504833,294.72,110
14907,526611,30.6,12
14907,526612,201.86,200
14907,527362,364.02,150
14907,529364,305.55,85
14907,529367,31.8,4
14907,533091,408.25,175
14907,535195,384.62,144
14907,535196,25.2,12
14907,537464,618.07,234
14908,521186,104.1,50
14909,497922,352.5,228
14909,509581,752.78,450
14909,524355,299.4,210
14911,489520,733.63,293
14911,490542,716.35,120
14911,490687,924.95,325
14911,490972,728.05,413
14911,491160,377.57,147
14911,492015,1413.34,638
14911,492650,803.25,1
14911,492749,757.45,183
14911,492761,664.65,219
14911,493877,2388.82,998
14911,493897,780.52,1
14911,493900,780.52,1
14911,495055,756.85,1
14911,495056,756.85,1
14911,495073,3590.07,1358
14911,495277,210.05,50
14911,495488,627.43,194
14911,495733,68.34,1
14911,495734,205.82,1
14911,495758,274.2,1
14911,496008,1034.67,627
14911,496334,1026.38,550
14911,496564,608.5,490
14911,496584,608.5,1
14911,497337,365.1,127
14911,497339,365.1,1
14911,498021,129.34,134
14911,498135,454.35,299
14911,498249,2329.48,814
14911,498254,80.96,128
14911,498569,986.8,314
14911,498921,1006.29,451
14911,498935,892.65,394
14911,499067,1834.84,1028
14911,499919,537.01,205
14911,499921,991.62,1197
14911,499922,129.11,97
14911,500123,743.62,371
14911,501043,917.56,442
14911,501201,718.68,608
14911,501281,819.24,254
14911,501484,331.32,211
14911,501627,91.8,60
14911,501628,782.56,375
14911,501810,1055.51,470
14911,502334,36.8,1
14911,502422,519.3,154
14911,502455,782.56,1
14911,502456,91.8,1
14911,502595,736.1,344
14911,502673,833.2,222
14911,503067,1430.37,607
14911,504913,754.5,372
14911,504915,764.38,516
14911,505522,371.85,228
14911,505806,371.85,1
14911,505884,906,572
14911,506290,1124.98,462
14911,506308,578.65,305
14911,506730,694.66,434
14911,506731,269.34,498
14911,506740,269.34,1
14911,507064,855.38,398
14911,507386,1063.88,728
14911,507393,2814.41,1147
14911,507396,956.93,317
14911,507478,760.75,185
14911,507673,927.55,593
14911,509154,272.3,61
14911,509536,550.42,358
14911,509851,563.12,250
14911,509851,826.14,406
14911,510743,589.06,326
14911,510744,300.35,199
14911,511993,800,260
14911,512004,1364.68,598
14911,512280,473.97,224
14911,512282,2623.72,1016
14911,512309,673.62,283
14911,512558,167.45,36
14911,512696,594.1,273
14911,512697,104.28,76
14911,512698,85.13,55
14911,513167,302,145
14911,513203,806.01,277
14911,513270,989.3,266
14911,513316,241.8,93
14911,513372,657.39,248
14911,513498,837.31,334
14911,514138,513.65,234
14911,514157,85.13,1
14911,514218,914.33,545
14911,514720,524.3,149
14911,514774,423.9,232
14911,514979,771.65,183
14911,515265,205.74,54
14911,515305,1197.15,686
14911,515344,384.14,216
14911,515417,655.25,138
14911,515619,459.03,180
14911,516011,172.6,59
14911,516464,788.4,285
14911,517044,170.63,97
14911,517232,559.42,263
14911,517645,776.02,166
14911,517974,1503.55,669
14911,518497,447.1,191
14911,519550,455.36,261
14911,519614,434.19,236
14911,519698,314.65,80
14911,519699,15.8,4
14911,519814,286.38,245
14911,519829,609.83,405
14911,519830,17.85,3
14911,520189,310.86,171
14911,520506,426.93,198
14911,520746,837.07,423
14911,520883,310.6,165
14911,521115,783.84,342
14911,521365,1102.59,533
14911,521642,812.13,641
14911,521692,1374.46,567
14911,521809,15,1
14911,522121,588.28,837
14911,522703,968.25,341
14911,523082,570.14,226
14911,523302,759.17,509
14911,523306,25.2,12
14911,523356,1251.2,672
14911,523966,237.85,68
14911,524018,831.44,374
14911,524139,1687.17,677
14911,524147,3787.88,2020
14911,524155,3787.88,2020
14911,524205,900.08,480
14911,524299,1532.1,678
14911,524412,362.9,163
14911,524522,483.15,252
14911,524539,483.15,1
14911,524594,237.85,1
14911,524618,956.6,690
14911,525013,1280.16,920
14911,525014,515.05,271
14911,525037,4623.34,2595
14911,525224,451.4,77
14911,525294,211.18,63
14911,525295,273.96,328
14911,525575,294.8,97
14911,526142,15,1
14911,526153,515.5,269
14911,526242,787.79,774
14911,526862,462.95,96
14911,526899,340.9,80
14911,527042,1334.48,580
14911,527104,1476.85,858
14911,527115,816.97,293
14911,527499,399.55,68
14911,527889,780.25,323
14911,528114,267.32,129
14911,528316,20.85,3
14911,528366,300.2,103
14911,528386,488.6,209
14911,528420,780.25,1
14911,528767,423.45,204
14911,528949,791.18,375
14911,529093,1013.15,509
14911,529203,3083.12,1567
14911,529315,2310.24,1138
14911,529510,766.25,299
14911,529585,755.55,413
14911,530064,763.55,432
14911,530130,322.24,235
14911,530426,1055.53,613
14911,530661,761.06,406
14911,530936,560.87,336
14911,530999,191,59
14911,531123,1376.1,378
14911,531358,750.58,366
14911,531776,1379.68,970
14911,532050,243.3,209
14911,532051,609.58,313
14911,532418,543.6,105
14911,532432,529.2,217
14911,532566,637.94,351
14911,532983,924.07,397
14911,532984,152.2,24
14911,533096,666.57,372
14911,533290,818.89,403
14911,533595,1070.63,660
14911,533759,688.4,434
14911,533987,170.2,52
14911,534058,125.3,46
14911,534143,225.05,64
14911,534233,225.2,61
14911,534667,339.44,108
14911,534668,323.11,188
14911,535434,406.16,193
14911,536019,50,1
14911,536540,540.38,231
14911,536541,15,12
14911,536803,22.5,6
14911,536975,1705.65,827
14911,537368,377.5,135
14911,537378,784.15,476
14911,537386,20.85,3
14911,538009,945.55,287
14912,495756,39.67,1
14912,506165,457.33,417
14912,530419,321.6,214
14912,530424,202.8,216
14913,518683,651.46,704
14913,522298,1181.89,913
14913,527256,653.25,435
14913,533302,359.1,160
14915,489907,202.06,104
14915,499958,165.2,56
14915,507696,170.05,45
14915,513782,121.3,42
14915,521541,347.49,197
14915,527765,124.65,35
14915,527766,96.45,39
14915,532610,96.45,21
14915,535826,180.12,56
14916,503447,700.47,801
14916,503822,13.92,48
14916,507379,504.42,94
14916,525237,555.16,336
14917,505394,547.12,534
14917,505452,576.63,357
14918,503868,855.35,253
14918,511797,601.52,256
14918,511798,51,4
14918,514714,611.7,490
14918,518281,445.98,190
14918,521866,750.82,236
14918,529841,1029.29,447
14919,512900,359.35,129
14920,509438,629.4,377
14922,516343,540.29,245
14922,532137,303.45,131
14924,500864,310.14,114
14924,503949,310.82,134
14926,505084,220.2,108
14926,534457,139.2,96
14927,531441,308.2,196
14928,501911,223.91,268
14929,527040,612.81,351
14930,504204,926.82,367
14930,509759,1078.81,304
14930,520484,868.14,362
14932,533816,302.6,177
14932,538002,363.53,80
14933,523359,885,300
14933,523428,295,100
14933,523429,295,100
14933,523430,295,100
14934,523838,540.5,315
14934,523841,439.83,337
14934,535408,632.23,406
14935,503135,1065.12,996
14936,506962,691.03,145
14936,506965,503.45,439
14936,523313,1735.41,1077
14936,532663,1343.9,528
14938,509973,1445.29,671
14938,509974,877.14,698
14940,490527,182.01,105
14940,527463,349.48,279
14941,507477,182.1,80
14942,491161,109.35,37
14942,500968,119.76,68
14942,505775,211.67,99
14942,530435,305.78,150
14943,497925,107.62,46
14944,498138,470.9,278
14944,498139,672.1,303
14944,504621,435.3,189
14944,519517,883.42,792
14944,524203,881.1,362
14944,524204,34,4
14944,532849,507.6,121
14945,528452,179.4,156
14947,502528,322.6,60
14947,504620,149,100
14947,513661,116.92,42
14947,533341,170.45,35
14949,492770,86.46,42
14949,494789,125.63,49
14949,499513,118.68,68
14949,520682,184.23,91
14952,490082,337.9,262
14952,492371,252.2,80
14952,495960,586.88,288
14952,498362,1910.96,606
14952,498363,304,120
14952,503716,263.13,45
14952,503717,177.9,76
14952,504922,130.2,24
14952,504923,139.35,19
14952,509043,202.5,54
14952,509044,91.8,60
14952,509869,303.38,90
14952,514308,450.2,112
14952,519620,450,120
14952,521560,621.6,112
14952,521562,256.5,78
14952,523728,1071.66,698
14952,523729,690,360
14952,527478,570.4,100
14952,530660,280.5,50
14952,531438,438.8,268
14953,524700,301.98,187
14953,527376,153.33,228
14953,527380,268.64,388
14954,493715,167.27,92
14955,490608,163.77,74
14956,527101,1325,2500
14957,500181,274.8,71
14958,490095,186.36,54
14958,502242,149.3,42
14958,505644,122.6,24
14961,490164,1058.4,632
14961,491816,1550.07,724
14961,503987,933.8,542
14961,506361,819.35,361
14961,510626,336.3,242
14961,515931,717.95,411
14961,517298,1164.15,757
14961,525826,662.4,308
14961,525827,501.2,268
14961,525861,407.95,41
14961,530011,539.2,104
14961,534055,553.2,264
14961,535083,121.5,10
14962,506861,121.71,49
14962,508610,65.4,12
14962,512917,53.1,18
14963,514462,189.66,182
14963,522739,353.77,193
14963,525867,151.4,192
14963,525869,205.3,114
14963,529129,265.55,115
14963,532023,200.58,135
14963,535108,310.42,210
14966,492078,147.68,62
14966,492290,187.44,480
14966,530297,254.75,161
14966,530298,137.15,79
14966,533489,197.5,129
14967,490070,236.25,68
14967,498349,533.36,160
14967,523770,560.2,152
14967,523771,15,12
14967,523774,174,120
14968,521649,357.4,131
14969,493685,906.23,665
14970,497907,394.25,115
14970,497908,1.55,1
14970,501871,51.6,16
14970,501871,606.4,130
14970,508481,552.88,130
14970,510731,344.4,66
14970,513589,863.91,200
14970,513591,39.8,4
14970,529154,472.5,70
14972,534702,30.3,12
14975,527070,192.45,127
14977,491737,31.93,17
14978,506175,250.04,44
14978,512516,418.52,85
14978,512605,8.5,2
14978,516273,200.42,24
14978,525444,333.24,60
14979,490284,439.46,213
14980,489833,150.68,79
14981,526512,270.8,144
14982,508503,237.78,125
14983,494917,183.2,90
14984,494140,117,44
14984,511032,102,24
14984,511034,290.5,78
14984,533094,548.64,144
14986,495395,323.38,170
14986,535816,243.52,172
14987,489864,206.85,79
14987,491680,244.8,96
14987,492840,107.1,42
14987,492841,7.95,1
14987,532658,163.2,64
14987,534637,494.35,197
14987,538006,163.2,64
14988,504830,382.64,248
14988,506812,123.78,180
14988,524305,388.12,211
14988,530550,196.1,109
14988,532147,341.35,164
14988,534820,300.07,223
14989,498044,342.4,200
14990,491089,200.24,64
14990,503706,105.18,66
14991,525425,314.67,191
14992,523744,210.5,145
14993,509740,36.13,21
14994,502768,181.7,137
14994,506556,164.95,76
14994,523792,226.51,208
14994,532440,170.3,34
14994,534388,217.17,122
14996,519239,30.6,36
14996,519239,393.84,365
14996,519240,17.85,3
14997,498697,230.4,288
14998,504459,113.49,14
14998,525951,227.37,83
14999,505782,129.48,88
15001,532034,206.01,78
15001,532040,24.85,3
15002,494212,690.52,338
15002,495682,389.86,211
15002,498158,514.89,329
15002,513266,462.2,235
15002,516371,486.4,264
15002,537606,631.65,279
15003,495706,371.91,201
15003,496644,110.88,61
15003,497388,103.52,48
15003,499758,167.76,62
15003,502189,129.83,59
15003,520059,176.8,116
15005,489594,322.33,181
15005,491111,321.67,185
15005,492540,256.66,119
15005,494803,205.82,110
15005,497628,236.07,102
15005,498400,136.93,106
15005,500094,331.58,171
15005,501443,165.63,77
15005,501893,254.64,255
15005,503877,206.66,72
15005,505024,216.54,124
15005,506138,314.41,185
15005,507613,286.12,172
15005,509159,229.59,117
15005,511089,411.68,313
15005,512554,273.4,192
15005,513961,210.44,161
15005,515121,259.75,117
15005,516590,277.89,169
15005,518759,294.01,199
15005,520046,257.04,209
15005,521912,396.04,231
15005,523664,232.36,124
15005,527266,268.25,141
15005,530543,232.21,106
15005,531490,323.85,203
15005,533152,329.43,165
15005,536017,316.13,185
15005,537825,222.5,118
15006,522092,323.05,114
15008,501079,120,300
15008,519369,240,1200
15011,527885,223,189
15011,531582,193.6,100
15012,508003,246.52,162
15012,536522,191.06,86
15013,496313,225.86,362
15013,498553,105.31,99
15013,499461,179.41,203
15013,503330,174.14,286
15013,504433,120.51,90
15013,506558,125.78,104
15013,510166,203.65,153
15013,512735,118.35,127
15013,514321,228.83,181
15013,518477,159.46,142
15015,491840,129.6,100
15015,494349,117.8,64
15015,496770,191.02,132
15015,497244,2.95,1
15015,497247,113,32
15015,499956,155.65,106
15015,502420,293.5,190
15015,502440,45,36
15015,504131,312.2,98
15015,506456,313.22,269
15015,510194,231.69,159
15015,514367,267.54,285
15015,517069,191.85,121
15016,512260,141.8,70
15016,526868,182.44,65
15016,532349,128.07,35
15016,532352,7.95,1
15018,537470,111.25,21
15020,535264,203.42,112
15021,517542,246.07,106
15021,532562,162.85,55
15021,535260,254.45,115
15021,537769,205.64,94
15022,496348,281.05,113
15023,496773,687.08,402
15023,503536,479.81,166
15023,506992,578.82,266
15023,508646,181.65,58
15023,512776,772.48,274
15023,512779,42.5,4
15023,517513,811.91,244
15023,523658,712.12,304
15023,530917,640.95,231
15023,537193,460.6,232
15024,526462,745,437
15024,526471,17.55,3
15024,532587,289.58,128
15024,533644,158.69,113
15024,534347,389.27,212
15024,535426,322.87,129
15024,537608,444.42,235
15024,537664,46.8,24
15025,509156,636.08,326
15026,522913,383.66,262
15026,535995,208.95,126
15027,502617,525.34,290
15027,507163,414.87,167
15027,509616,36.9,6
15027,509618,179.05,119
15027,530904,653.37,1179
15027,531816,319.92,456
15028,532057,161.21,137
15028,535457,183.4,81
15028,537371,185.97,119
15029,503146,365.1,234
15030,500146,392.67,205
15030,501693,222.93,31
15030,511060,330.93,299
15030,525754,376.56,192
15030,529194,30.24,72
15030,534889,108.3,54
15031,490926,250.02,122
15031,494507,278.38,129
15031,496972,312.74,112
15031,499506,471.2,224
15031,504704,247.91,125
15031,507459,187.99,92
15031,512895,224.7,133
15031,531900,248.09,128
15031,532033,265.46,148
15031,532099,1.95,1
15032,491314,1505.4,924
15032,504646,618.55,329
15032,518623,660,400
15032,523315,1980,1200
15032,526890,1287,780
15032,537793,2746.75,1655
15032,537810,23.85,3
15034,507838,708.92,454
15034,514467,436.03,281
15034,523864,668.64,372
15034,527361,660.4,363
15034,530998,697.47,321
15034,533741,833.33,575
15037,535676,241.26,226
15037,535704,161.25,75
15038,526219,17.7,6
15038,529842,287.99,105
15038,532673,172.25,67
15038,537045,126.43,46
15039,491171,203.85,55
15039,492003,253.42,70
15039,492869,122.25,36
15039,494686,206.44,48
15039,494687,83.4,12
15039,495633,133.01,55
15039,497379,124.78,76
15039,499887,124.05,51
15039,501629,96.23,53
15039,502890,74,28
15039,504408,335.53,181
15039,504917,231.25,64
15039,506743,303.85,87
15039,508551,456.79,143
15039,509515,182.7,72
15039,510454,660.1,220
15039,511362,617.35,161
15039,512397,1323.12,888
15039,513016,500.88,176
15039,514022,594.17,281
15039,514204,204,80
15039,514563,864.03,339
15039,515506,529.64,256
15039,515507,29.5,10
15039,516224,612.24,210
15039,517133,502.86,304
15039,517710,560.7,248
15039,517711,89.3,14
15039,517717,15.3,18
15039,518616,511.16,251
15039,519396,694.34,686
15039,520340,389.72,224
15039,521114,283.05,103
15039,521570,461.63,173
15039,522501,827.88,252
15039,523515,396.05,157
15039,525360,606.19,213
15039,526513,598.57,243
15039,527880,517.3,214
15039,528882,348.66,112
15039,530071,519.91,335
15039,531421,157.49,53
15039,532146,786.7,387
15039,533460,725.88,334
15039,534321,807.85,369
15039,535953,838.36,366
15039,537262,611.51,266
15040,512519,7.49,1
15041,523312,113.67,93
15042,505639,179.52,208
15043,513461,417.66,164
15043,516623,310.84,133
15043,518242,524.4,72
15043,520066,568.5,230
15043,521170,515.4,132
15044,492387,1088.8,296
15044,493372,643.7,160
15044,494035,521.05,134
15044,494046,47.4,77
15044,495686,633.25,211
15044,497618,374.2,105
15044,504232,886.18,219
15044,512405,562.27,218
15044,512412,22.5,18
15044,514964,478.01,176
